,tissueID,sampleDescription,vesselSerialNumber,fishNumber,repID,water,dateCollected,year,lattitude_decDeg,longitude_decDeg,site,siteDepthCode,stationDepth_m,depthCollect_m,sampleDepthMin_m,sampleDepthMax_m,waterLayerSampled,DCLdepth,thermoclineDepth_m,epilimnionDepth_m,hypolimnionDepth_m,collectionGear,collectionGearMesh_um,numberIndividualsCombined,individualSize_mm,individualSizeMax_mm,individualSizeMin_mm,tissueType,preservationMethod,lipidExtraction,acidifiedUnacidified,wellID,laboratory,equipment,sampleAmount_mg,areaN,percentN,areaN28,amplitudeN28,delta15N,TEF_N,TEF_C_SD,areaC,percentC,areaC45,amplitudeC45,delta13C,TEF_C,TEF_C_SD.1,H2amp,percentH,del2H,sd_delta2H,analysisFacility,equipmentUsed,analysisDate,analysisTime,Flag,Comment,Comment2,Group
3732,T2671,Round goby,28.2013.201,2013.28.201.015,C,Lake Ontario,7/20/2013,2013,43.38,-78.533,Thirty Mile Point,TMP 15,15,15,,,,NA,NA,NA,NA,bottom trawl,,1,63,3.6,NA,dorsalMuscle,0,no,,,,,No,NA,12.98,NA,NA,14.53,NA,NA,NA,46.53,NA,,-21.21,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3734,T2672,Round goby,28.2013.201,2013.28.201.016,,Lake Ontario,7/20/2013,2013,43.38,-78.533,Thirty Mile Point,TMP 15,15,15,,,,NA,NA,NA,NA,bottom trawl,,1,61,2.1,NA,dorsalMuscle,0,no,,,,,No,NA,12.75,NA,NA,13.64,NA,NA,NA,50.75,NA,,-22.36,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3736,T2673,Round goby,28.2013.201,2013.28.201.017,,Lake Ontario,7/20/2013,2013,43.38,-78.533,Thirty Mile Point,TMP 15,15,15,,,,NA,NA,NA,NA,bottom trawl,,1,57,2.4,NA,dorsalMuscle,0,no,,,,,No,NA,13.69,NA,NA,13.64,NA,NA,NA,45.89,NA,,-22.86,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3738,T2674,Round goby,28.2013.201,2013.28.201.018,,Lake Ontario,7/20/2013,2013,43.38,-78.533,Thirty Mile Point,TMP 15,15,15,,,,NA,NA,NA,NA,bottom trawl,,1,58,2.7,NA,dorsalMuscle,0,no,,,,,No,NA,13.3,NA,NA,13.31,NA,NA,NA,48.3,NA,,-20.38,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3740,T2675,Round goby,28.2013.201,2013.28.201.019,,Lake Ontario,7/20/2013,2013,43.38,-78.533,Thirty Mile Point,TMP 15,15,15,,,,NA,NA,NA,NA,bottom trawl,,1,54,2.2,NA,dorsalMuscle,0,no,,,,,No,NA,11.21,NA,NA,13.2,NA,NA,NA,37.41,NA,,-20.54,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3742,T4342,Deepwater sculpin,28.2013.347,28.2013.347.025,,Lake Ontario,10/29/2013,2013,43.4645,-78.54516667,Thirty Mile Point,TMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,125,24.3,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,10.93,NA,NA,16.96,NA,NA,NA,51.09,NA,,-25.67,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3744,T4343,Deepwater sculpin,28.2013.347,28.2013.347.024,,Lake Ontario,10/29/2013,2013,43.4645,-78.54516667,Thirty Mile Point,TMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,117,19.6,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,13.35,NA,NA,16.97,NA,NA,NA,47.34,NA,,-24.13,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3746,T4344,Deepwater sculpin,28.2013.347,28.2013.347.023,,Lake Ontario,10/29/2013,2013,43.4645,-78.54516667,Thirty Mile Point,TMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,119,18.7,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.88,NA,NA,17.27,NA,NA,NA,47.38,NA,,-24.31,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3748,T4345,Deepwater sculpin,28.2013.347,28.2013.347.022,,Lake Ontario,10/29/2013,2013,43.4645,-78.54516667,Thirty Mile Point,TMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,130,25.1,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,13.46,NA,NA,16.53,NA,NA,NA,46.07,NA,,-23.92,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3750,T4346,Deepwater sculpin,28.2013.347,28.2013.347.021,,Lake Ontario,10/29/2013,2013,43.4645,-78.54516667,Thirty Mile Point,TMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,138,30.3,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,13.03,NA,NA,16.99,NA,NA,NA,47.58,NA,,-24.01,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3752,T4347,Deepwater sculpin,28.2013.347,28.2013.347.020,,Lake Ontario,10/29/2013,2013,43.4645,-78.54516667,Thirty Mile Point,TMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,128,29,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.07,NA,NA,16.86,NA,NA,NA,49.27,NA,,-25.01,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3754,T4348,Deepwater sculpin,28.2013.347,28.2013.347.019,,Lake Ontario,10/29/2013,2013,43.4645,-78.54516667,Thirty Mile Point,TMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,143,30.3,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.1,NA,NA,16.5,NA,NA,NA,48.08,NA,,-24.97,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3756,T4349,Deepwater sculpin,28.2013.347,28.2013.347.018,,Lake Ontario,10/29/2013,2013,43.4645,-78.54516667,Thirty Mile Point,TMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,146,37.7,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,13.06,NA,NA,17.21,NA,NA,NA,46.15,NA,,-23.77,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3758,T4350,Deepwater sculpin,28.2013.347,28.2013.347.017,,Lake Ontario,10/29/2013,2013,43.4645,-78.54516667,Thirty Mile Point,TMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,162,49.9,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,13.74,NA,NA,17.61,NA,NA,NA,45.7,NA,,-23.48,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3760,T4351,Deepwater sculpin,28.2013.347,28.2013.347.016,,Lake Ontario,10/29/2013,2013,43.4645,-78.54516667,Thirty Mile Point,TMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,159,49.8,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,13.12,NA,NA,16.64,NA,NA,NA,47.12,NA,,-23.95,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3762,T4352,Deepwater sculpin,28.2013.347,28.2013.347.015,,Lake Ontario,10/29/2013,2013,43.4645,-78.54516667,Thirty Mile Point,TMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,137,33.8,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,9.87,NA,NA,16.42,NA,NA,NA,54.3,NA,,-26.43,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3764,T4353,Deepwater sculpin,28.2013.347,28.2013.347.014,,Lake Ontario,10/29/2013,2013,43.4645,-78.54516667,Thirty Mile Point,TMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,150,37.2,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.78,NA,NA,17.19,NA,NA,NA,45.86,NA,,-23.98,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3766,T4363,Deepwater sculpin,28.2013.347,28.2013.347.028,,Lake Ontario,10/29/2013,2013,43.4645,-78.54516667,Thirty Mile Point,TMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,129,19.7,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.76,NA,NA,17.28,NA,NA,NA,48.85,NA,,-24.95,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3768,T4365,Deepwater sculpin,28.2013.347,28.2013.347.027,A,Lake Ontario,10/29/2013,2013,43.4645,-78.54516667,Thirty Mile Point,TMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,123,19.4,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.6,NA,NA,16.56,NA,NA,NA,48.12,NA,,-24.52,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3770,T4365,Deepwater sculpin,28.2013.347,28.2013.347.027,B,Lake Ontario,10/29/2013,2013,43.4645,-78.54516667,Thirty Mile Point,TMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,123,19.4,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.3,NA,NA,16.18,NA,NA,NA,48.05,NA,,-24.45,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3772,T4365,Deepwater sculpin,28.2013.347,28.2013.347.027,C,Lake Ontario,10/29/2013,2013,43.4645,-78.54516667,Thirty Mile Point,TMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,123,19.4,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.41,NA,NA,16.49,NA,NA,NA,48.26,NA,,-24.47,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3774,T4366,Deepwater sculpin,28.2013.347,28.2013.347.026,,Lake Ontario,10/29/2013,2013,43.4645,-78.54516667,Thirty Mile Point,TMP 150,150,150,,,,NA,NA,NA,NA,bottom trawl,,1,125,20.4,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.81,NA,NA,16.97,NA,NA,NA,48.46,NA,,-24.38,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3776,T4548,Alewife,15.2013.051,15.2013.051.091,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,174,39.4,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,7.24,NA,NA,12.95,NA,NA,NA,59.09,NA,,-27.93,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3778,T4549,Alewife,15.2013.051,15.2013.051.092,A,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,161,29.6,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.62,NA,NA,14.35,NA,NA,NA,45.13,NA,,-23.51,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3780,T4549,Alewife,15.2013.051,15.2013.051.092,B,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,161,29.6,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.49,NA,NA,14.49,NA,NA,NA,44.43,NA,,-23.43,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3782,T4549,Alewife,15.2013.051,15.2013.051.092,C,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,161,29.6,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.49,NA,NA,14.35,NA,NA,NA,45.61,NA,,-23.55,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3784,T4550,Alewife,15.2013.051,15.2013.051.093,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,160,28.7,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.14,NA,NA,13.6,NA,NA,NA,48.48,NA,,-24.97,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3786,T4551,Alewife,15.2013.051,15.2013.051.094,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,188,48,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,10.66,NA,NA,12.91,NA,NA,NA,49.96,NA,,-25.69,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3788,T4552,Alewife,15.2013.051,15.2013.051.095,A,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,158,28.8,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.5,NA,NA,12.93,NA,NA,NA,49.16,NA,,-24.76,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3790,T4552,Alewife,15.2013.051,15.2013.051.095,B,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,158,28.8,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.33,NA,NA,13.13,NA,NA,NA,48.68,NA,,-24.9,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3792,T4552,Alewife,15.2013.051,15.2013.051.095,C,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,158,28.8,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.31,NA,NA,13.17,NA,NA,NA,48.51,NA,,-24.98,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3794,T4553,Alewife,15.2013.051,15.2013.051.096,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,187,42.3,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.94,NA,NA,12.87,NA,NA,NA,47.35,NA,,-24.36,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3796,T4554,Alewife,15.2013.051,15.2013.051.097,A,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,179,44,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.99,NA,NA,14.41,NA,NA,NA,47.5,NA,,-24.49,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3798,T4554,Alewife,15.2013.051,15.2013.051.097,B,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,179,44,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.77,NA,NA,14.5,NA,NA,NA,47.58,NA,,-24.64,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3800,T4554,Alewife,15.2013.051,15.2013.051.097,C,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,179,44,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.95,NA,NA,14.67,NA,NA,NA,47.04,NA,,-24.56,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3802,T4555,Alewife,15.2013.051,15.2013.051.098,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,156,28.2,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.38,NA,NA,13.4,NA,NA,NA,45.57,NA,,-24.68,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3804,T4556,Alewife,15.2013.051,15.2013.051.099,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,96,6.2,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.14,NA,NA,13.39,NA,NA,NA,46.5,NA,,-23.6,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3806,T4557,Alewife,15.2013.051,15.2013.051.100,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,110,9.2,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.92,NA,NA,15.51,NA,NA,NA,44.91,NA,,-22.8,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3808,T4558,Alewife,15.2013.051,15.2013.051.101,A,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,155,27.1,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,10.54,NA,NA,13.23,NA,NA,NA,48.77,NA,,-24.59,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3810,T4558,Alewife,15.2013.051,15.2013.051.101,B,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,155,27.1,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,10.8,NA,NA,13.32,NA,NA,NA,47.54,NA,,-24.34,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3812,T4558,Alewife,15.2013.051,15.2013.051.101,C,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,155,27.1,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,10.85,NA,NA,13.66,NA,NA,NA,48.21,NA,,-24.39,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3814,T4559,Alewife,15.2013.051,15.2013.051.102,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,165,35.8,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.83,NA,NA,13.63,NA,NA,NA,45.36,NA,,-23.93,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3816,T4560,Alewife,15.2013.051,15.2013.051.103,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,185,45.4,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.57,NA,NA,13.89,NA,NA,NA,45.61,NA,,-24.59,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3818,T4561,Alewife,15.2013.051,15.2013.051.104,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,164,33,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.06,NA,NA,14.19,NA,NA,NA,49.05,NA,,-25.25,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3820,T4562,Alewife,15.2013.051,15.2013.051.105,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,107,8.3,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.59,NA,NA,13.31,NA,NA,NA,48.31,NA,,-23.88,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3822,T4563,Alewife,15.2013.051,15.2013.051.106,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,107,8.7,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.15,NA,NA,14.42,NA,NA,NA,49.26,NA,,-24.47,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3824,T4564,Alewife,15.2013.051,15.2013.051.107,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,98,6.9,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,10.93,NA,NA,13.95,NA,NA,NA,49.47,NA,,-24.51,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3826,T4565,Alewife,15.2013.051,15.2013.051.108,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,107,8.2,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,10.88,NA,NA,15.1,NA,NA,NA,51.17,NA,,-23.2,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3828,T4566,Alewife,15.2013.051,15.2013.051.109,A,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,87,4.8,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.36,NA,NA,14.12,NA,NA,NA,50.15,NA,,-24.36,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3830,T4566,Alewife,15.2013.051,15.2013.051.109,B,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,87,4.8,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.73,NA,NA,13.96,NA,NA,NA,48.89,NA,,-24.05,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3832,T4566,Alewife,15.2013.051,15.2013.051.109,C,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,87,4.8,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.4,NA,NA,13.91,NA,NA,NA,49.3,NA,,-24.23,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3834,T4567,Alewife,15.2013.051,15.2013.051.110,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,89,3.9,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.93,NA,NA,15.02,NA,NA,NA,51.89,NA,,-24.04,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3836,T4568,Alewife,15.2013.051,15.2013.051.111,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,97,6.6,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.79,NA,NA,14.88,NA,NA,NA,49.24,NA,,-23.35,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3838,T4569,Alewife,15.2013.051,15.2013.051.112,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,164,29.4,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.36,NA,NA,13.76,NA,NA,NA,44.79,NA,,-23.94,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3840,T4570,Alewife,15.2013.051,15.2013.051.113,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,97,6.6,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.47,NA,NA,15.85,NA,NA,NA,49.61,NA,,-24.3,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3842,T4571,Alewife,15.2013.051,15.2013.051.114,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,83,3.7,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.15,NA,NA,15.07,NA,NA,NA,48.11,NA,,-23.58,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3844,T4572,Alewife,15.2013.051,15.2013.051.115,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,99,6.3,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.68,NA,NA,13.82,NA,NA,NA,47.97,NA,,-23.79,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3846,T4573,Alewife,15.2013.051,15.2013.051.116,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,100,6.8,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.96,NA,NA,13.74,NA,NA,NA,45.36,NA,,-23.15,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3848,T4574,Alewife,15.2013.051,15.2013.051.117,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,91,4.6,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,11.36,NA,NA,14.49,NA,NA,NA,48.92,NA,,-23.81,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3850,T4575,Alewife,15.2013.051,15.2013.051.118,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,86,4.3,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.43,NA,NA,14.62,NA,NA,NA,46.67,NA,,-23.62,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3852,T4576,Alewife,15.2013.051,15.2013.051.119,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,86,4.3,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.58,NA,NA,14.83,NA,NA,NA,49.1,NA,,-23.63,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3854,T4577,Alewife,15.2013.051,15.2013.051.120,,Lake Ontario,5/8/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,78,3,NA,dorsalMuscle,frozen then dried,no,,,,,No,NA,12.39,NA,NA,14.54,NA,NA,NA,48.91,NA,,-23.6,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3856,T1820,Deepwater sculpin,28.2013.071,0,A,Lake Ontario,5/31/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,160,50.85,NA,dorsalMuscle,Frozen then Dried,no,,,,,No,NA,12.89,NA,NA,17.53,NA,NA,NA,49.2,NA,,-24.37,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
3858,T1820,Deepwater sculpin,28.2013.071,0,B,Lake Ontario,5/31/2013,2013,43.48133333,-78.5625,Thirty Mile Point,TMP 170,170,170,,,,NA,NA,NA,NA,bottom trawl,,1,160,50.85,NA,dorsalMuscle,Frozen then Dried,no,,,,,No,NA,13.07,NA,NA,17.51,NA,NA,NA,49.19,NA,,-24.33,NA,NA,NA,NA,NA,NA,NA,,,,NA,,,Fish
